COEMF REQUEST#,CIE,VENDOR,VENDOR PART #,Part# found in SAP Desc,Material Group,CLASS ID,CLASS DESCRIPTION,SAP PARTS DESCRIPTION FR,SAP PARTS DESCRIPTION EN,LENGTH,PCMC#,COMMENTS,STATUS,SAP#,RESP
361,3411,GATES CORPORATION,322L075,,,,,COURROIE L 32-1/4PO X 3/4 PO X 3/8PO 86D,BELT L 32-1/4IN X 3/4IN X 3/8IN 86T,40/35,GATES CORPORATION / 322L075,3411v1808.8,PROD,90013035,MOHAMAD
361,3411,REGAL BELOIT POWER TRANSMISSION SOLUTIONS,3-37 SLM,,,,,ROULEMENT BILLES 3.437PO 6.299PO 3.781PO,BEARING BALL INS 3.437IN 6.299IN 3.781IN,40/40,REGAL BELOIT POWER TRANSMISSION SOLUTIONS / 3-37 SLM,3411v1808.8,PROD,90013009,MOHAMAD
361,3411,CONTITECH CANADA INC,510H150,,,,,COURROIE TIMING H 51POX1.5POX1/2PO 102D,BELT TIMING H 51IN X 1.5IN X 1/2IN 102T,39/39,CONTITECH CANADA INC / 510H150,3411v1808.8,PROD,90013047,MOHAMAD
361,3411,GATES CORPORATION,540H100,,,,,COURROIE TIMING H 54PO X1PO X 1/2PO 108D,BELT TIMING H 54IN X 1IN X 1/2IN 108T,40/37,GATES CORPORATION / 540H100,3411v1808.8,PROD,90013038,MOHAMAD
361,3411,CONTITECH CANADA INC,5L510,,,,,COURROIE V SEC:B 51PO X21/32PO X 13/32PO,BELT V SEC:B 51IN X 21/32IN X 13/32IN,40/37,CONTITECH CANADA INC / 5L510,3411v1808.8,PROD,90013044,MOHAMAD
361,3411,CONTITECH CANADA INC,5L550,,,,,COURROIE V SEC:B 55PO X21/32PO X 13/32PO,BELT V SEC:B 55IN X 21/32IN X 13/32IN,40/37,CONTITECH CANADA INC / 5L550,3411v1808.8,PROD,90013040,MOHAMAD
361,3411,CONTITECH CANADA INC,5L570,,,,,COURROIE V SEC:B 57PO X21/32PO X 13/32PO,BELT V SEC:B 57IN X 21/32IN X 13/32IN,40/37,CONTITECH CANADA INC / 5L570,3411v1808.8,PROD,90013045,MOHAMAD
361,3411,CONTITECH CANADA INC,5L600,90015042,,,,COURROIE V SEC:B 60PO X21/32PO X 13/32PO,BELT V SEC:B 60IN X 21/32IN X 13/32IN,40/37,CONTITECH CANADA INC / 5L600,3411v1808.8,PROD,90013043,MOHAMAD
361,3411,CONTITECH CANADA INC,5L620,,,,,COURROIE V SEC:B 62PO X21/32PO X 13/32PO,BELT V SEC:B 62IN X 21/32IN X 13/32IN,40/37,CONTITECH CANADA INC / 5L620,3411v1808.8,PROD,90013041,MOHAMAD
361,3411,GATES CORPORATION,5VX1080,,,,,COURROIE V SEC:5VX 108PO X5/8PO X35/64PO,BELT V SEC:5VX 108IN X 5/8IN X 35/64IN,40/38,GATES CORPORATION / 5VX1080,3411v1808.8,PROD,90013030,MOHAMAD
361,3411,SCHAEFFLER CANADA INC,7305B.TVP,,,,,ROULEMENT BILLE ANG 40D  25MMX52MMX15MM,BRG BALL CA OE 40D BR 25MMX52MMX15MM,39/36,SCHAEFFLER CANADA INC / 7305B.TVP,3411v1808.8,PROD,90013011,MOHAMAD
361,3411,GATES CORPORATION,880-8MGT-50,,,,,COURROIE TIMING SYNCHRO 880MM X50MM X8MM,BELT TIMING SYNCHRO 880MM X 50MM X 8MM,40/38,GATES CORPORATION / 880-8MGT-50,3411v1808.8,PROD,90013031,MOHAMAD
361,3411,GATES CORPORATION,A30,,,,,COURROIE V SEC:A 32PO X 1/2 PO X 5/16PO,BELT V SEC:A 32 IN X 1/2 IN X 5/16 IN,39/37,GATES CORPORATION / A30,3411v1808.8,PROD,90013029,MOHAMAD
361,3411,GATES CORPORATION,A51,90012285,,,,COURROIE V SEC:A 53PO X 1/2 PO X 5/16PO,BELT V SEC:A 53 IN X 1/2 IN X 5/16 IN,39/37,GATES CORPORATION / A51,3411v1808.8,PROD,90013025,MOHAMAD
361,3411,GATES CORPORATION,A53,,,,,COURROIE V SEC:A 55PO X 1/2 PO X 5/16PO,BELT V SEC:A 55 IN X 1/2 IN X 5/16 IN,39/37,GATES CORPORATION / A53,3411v1808.8,PROD,90013024,MOHAMAD
361,3411,REGAL BELOIT POWER TRANSMISSION SOLUTIONS,AL80,90013005,,,,ACCOUPLEMENT COV AL80 8.5POX8.5POX4.25PO,COUPLING COVER AL80 8.5IN X8.5IN X4.25IN,40/40,REGAL BELOIT POWER TRANSMISSION SOLUTIONS / AL80,3411v1808.8,PROD,90013005,MOHAMAD
361,3411,GATES CORPORATION,B154,,,,,COURROIE V SEC:B 157PO X21/32PO X13/32PO,BELT V SEC:B 157IN X 21/32IN X 13/32IN,40/38,GATES CORPORATION / B154,3411v1808.8,PROD,90013036,MOHAMAD
361,3411,GATES CORPORATION,B35,90012027,,,,COURROIE V SEC:B 38PO X21/32PO X 13/32PO,BELT V SEC:B 38 IN X 21/32 IN X 13/32 IN,40/40,GATES CORPORATION / B35,3411v1808.8,PROD,90013026,MOHAMAD
361,3411,GATES CORPORATION,B38,,,,,COURROIE V SEC:B 41PO X21/32PO X 13/32PO,BELT V SEC:B 41IN X 21/32IN X 13/32IN,40/37,GATES CORPORATION / B38,3411v1808.8,PROD,90013032,MOHAMAD
361,3411,GATES CORPORATION,B46,,,,,COURROIE V SEC:B 49PO X21/32PO X 13/32PO,BELT V SEC:B 49IN X 21/32IN X 13/32IN,40/37,GATES CORPORATION / B46,3411v1808.8,PROD,90013033,MOHAMAD
361,3411,GATES CORPORATION,B75,90013410,,,,COURROIE V SEC:B 78PO X21/32PO X 13/32PO,BELT V SEC:B 78 IN X 21/32 IN X 13/32 IN,40/40,GATES CORPORATION / B75,3411v1808.8,PROD,90013027,MOHAMAD
361,3411,CONTITECH CANADA INC,B77,90016503,,,,COURROIE V SEC:B 80PO X21/32PO X 13/32PO,BELT V SEC:B 80IN X 21/32IN X 13/32IN,40/37,CONTITECH CANADA INC / B77,3411v1808.8,PROD,90013042,MOHAMAD
361,3411,GATES CORPORATION,B79,,,,,COURROIE V SEC:B 82PO X21/32PO X 13/32PO,BELT V SEC:B 82IN X 21/32IN X 13/32IN,40/37,GATES CORPORATION / B79,3411v1808.8,PROD,90013037,MOHAMAD
361,3411,GATES CORPORATION,BX34,,,,,COURROIE V SEC:BX 37PO X21/32PO X13/32PO,BELT V SEC:BX 37IN X 21/32IN X 13/32IN,40/38,GATES CORPORATION / BX34,3411v1808.8,PROD,90013028,MOHAMAD
361,3411,CONTITECH CANADA INC,BX49,,,,,COURROIE V SEC:BX 52PO X21/32PO X13/32PO,BELT V SEC:BX 52IN X 21/32IN X 13/32IN,40/38,CONTITECH CANADA INC / BX49,3411v1808.8,PROD,90013046,MOHAMAD
361,3411,SCHAEFFLER CANADA INC,HK1512,,,,,ROULEMENT ROUL À AIGUILLE 15MM 21MM 12MM,BRG ROLL CUP NEEDLE OE 15MM 21MM 12MM,40/37,SCHAEFFLER CANADA INC / HK1512,3411v1808.8,PROD,90013012,MOHAMAD
361,3411,ALBARRIE ENVIRONMENTAL SERVICES LTD,K2000,,,,,KIT REPARATION 5X3X0.5PO RCA 20 V DIAPH,KIT REPAIR 5 X 3 X 0.5IN RCA 20 DIAPH V,39/39,ALBARRIE ENVIRONMENTAL SERVICES LTD / K2000,3411v1808.8,PROD,90013152,MOHAMAD
361,3411,ALBARRIE ENVIRONMENTAL SERVICES LTD,K4502,,,,,KIT REPARATION 5X3X0.5PO RCA/CA45 VPULSE,KIT REPAIR 5 X 3 X0.5IN RCA/CA45 PULSE V,40/40,ALBARRIE ENVIRONMENTAL SERVICES LTD / K4502,3411v1808.8,PROD,90013051,MOHAMAD
361,3411,KB Électronique,KBEP-240D,,,,,obsolete kbep-240d,obsolete kbep-240d,18/18,KB ÉLECTRONIQUE / KBEP-240D,3411v1808.8,REJECTED,#N/A,PASCAL
361,3411,SCHNEIDER ELECTRIC,LC1EE03,,,,,OBSOLETE - LC1EE,OBSOLETE - LC1EE,16/16,SCHNEIDER ELECTRIC / LC1EE03,3411v1808.8,REJECTED,#N/A,PASCAL
361,3411,FESTO INC,MFH-5-1/4,,,,,VALVE SOLENOIDE ELEC 2.2-8 bar 1000L/MIN,VALVE SOLENOID ELEC 2.2-8 BAR 1000L/MIN,40/39,FESTO INC / MFH-5-1/4,3411v1808.8,PROD,90013019,MOHAMAD
361,3411,REGAL BELOIT POWER TRANSMISSION SOLUTIONS,MSF-47,,,,,ROULEMENT BILLE B4B ALS 2.9375PO LCK SS,BEARING BALL FLG 4B BR 2.9375IN LCK SS,39/38,REGAL BELOIT POWER TRANSMISSION SOLUTIONS / MSF-47,3411v1808.8,PROD,90013008,MOHAMAD
361,3411,FESTO INC,MSFW-110-50/60-OD,,,,,SOLENIODE BOB 110VAC 50/60HZ 3AXE MSSD-F,SOLENOID COIL 110VAC 50/60HZ 3PIN MSSD-F,40/40,FESTO INC / MSFW-110-50/60-OD,3411v1808.8,PROD,90013017,MOHAMAD
361,3411,REGAL BELOIT POWER TRANSMISSION SOLUTIONS,NP-19T,,,,,ROULEMENT BILLE UP 2B LCK COLLAR 1.187PO,BEARING BALL PB 2B LCK COLLAR ID 1.187IN,40/40,REGAL BELOIT POWER TRANSMISSION SOLUTIONS / NP-19T,3411v1808.8,PROD,90013010,MOHAMAD
361,3411,REGAL BELOIT POWER TRANSMISSION SOLUTIONS,NP-36T,,,,,ROULEMENT BILLE UP 2B LCK COLLAR 2.25PO,BEARING BALL PB 2B LCK COLLAR ID 2.250IN,39/40,REGAL BELOIT POWER TRANSMISSION SOLUTIONS / NP-36T,3411v1808.8,PROD,90013007,MOHAMAD
361,3411,MARTIN SPROCKET AND GEAR CDNA ,SD11/2 ,,,,,DOUILLE DECO RAPIDE SD ALESAG 1-1/2PO FO,BUSHING QCK DISC SD BR 1-1/2IN CAST IRON,40/40,MARTIN SPROCKET AND GEAR CDNA  / SD11/2 ,3411v1808.8,PROD,90013157,MOHAMAD
361,3411,REGAL BELOIT POWER TRANSMISSION SOLUTIONS,SP-40,,,,,ROULEMENT BILLE UP 2B LCK SETSCREW 2.5PO,BEARING BALL PB 2B LCK SETSCREW 2.500IN,40/39,REGAL BELOIT POWER TRANSMISSION SOLUTIONS / SP-40,3411v1808.8,PROD,90013006,MOHAMAD
361,3411,LINE PROCESS CONTROLS INC,TA6000-006,,,,,TRANSDUCTEUR E/P 0-10V 0-120PSI 1/4PO,XDCR E/P IN 0-10V OUT 0-120PSIG 1/4IN,37/37,LINE PROCESS CONTROLS INC / TA6000-006,3411v1808.8,PROD,90013013,MOHAMAD
361,3411,TOPRING,55.120,,,,,MANOMÈTRE S. 1-1/2PO 0-160PSI CBM 1/8NPT,GAUGE PRESS 1-1/2IN  0-160PSI CBM 1/8NPT,40/40,TOPRING / 55.120,,PROD,90013108,
361,3411,TOPRING,55.145,,,,,MANOMÈTRE SEC 1-1/2PO 0-160PSI LM 1/8NPT,GAUGE PRESS 1-1/2IN  0-160 PSI LM 1/8NPT,40/40,TOPRING / 55.145,,PROD,90013109,
361,3411,TOPRING,55.825,,,,,MANOMÈTRE GLY 2-1/2PO 0-160PSI LM 1/4NPT,GAUGE P.GLY 2-1/2IN  0-160PSI LM 1/4NPT,40/39,TOPRING / 55.825,,PROD,90013105,
361,3411,TIMKEN CANADA LP,772,,,,,RLMT ROL CON DE 7.125PO LA 1.5PO UNQ.CUV,BRG TAP ROLL OD 7.125IN W 1.5IN S.CUP CS,40/40,TIMKEN CANADA LP / 772,,PROD,90012946,
361,3411,TIMKEN CANADA LP,776,,,,,RLMT ROL CONIQUE 3.75PO LA 1.89PO C.FE,BRG TAP ROLL ID 3.75IN CONE.W 1.89IN CS,38/39,TIMKEN CANADA LP / 776,,PROD,90012945,
361,3411,Dienes,02676,90012884,,,,RLMT BILLE 22MM DIENES 02676,BEARING BALL 22MM DIENES 02676,28/30,DIENES / 02676,,PROD,90012884,
361,3411,TIMKEN CANADA LP,05079,,,,,RLMT ROL CONIQUE 0.786PO LA 0.56PO C.FE,BRG TAP ROLL ID 0.786IN CONE.W 0.56IN CS,39/40,TIMKEN CANADA LP / 05079,,PROD,90012960,
361,3411,SKF CANADA,5133,,,,,JOINT HUILE LÈV.S 0.5X1.250X0.250PO CRW1,SEAL OIL S.LIP 0.500X1.250X0.250IN CRW1,40/39,SKF CANADA / 5133,,PROD,90013063,
361,3411,TIMKEN CANADA LP,05175,,,,,RLMT ROL CON DE 1.75PO LA 0.45PO UNQ.CUV,BRG TAP ROLL OD 1.75IN W 0.45IN S.CUP,40/37,TIMKEN CANADA LP / 05175,,PROD,90012959,
361,3411,TIMKEN CANADA LP,05185,,,,,RLMT ROL CON DE 1.85PO LA 0.43PO UNQ.CUV,BRG TAP ROLL OD 1.85IN W 0.437IN S.CUP,40/38,TIMKEN CANADA LP / 05185,,PROD,90012961,
361,3411,SKF CANADA,6201,90015059,,,,RLMNT BILLE RIG 12MMX32MMX10MM OPEN C0,BRG BALL DEEP G 12MMX32MMX10MM OPEN C0,38/38,SKF CANADA / 6201,,PROD,90013062,
361,3411,SKF CANADA,8702,,,,,JOINT HUILE LÈV.D 0.87X1.49X0.25PO CRWA1,SEAL OIL D.LIP 0.875X1.499X0.250IN CRWA1,40/40,SKF CANADA / 8702,,PROD,90013093,
361,3411,TIMKEN CANADA LP,15113,,,,,RLMT ROL CONIQUE 1.125PO LA 0.812PO C.FE,BRG TAP ROLL 1.125IN CONE.W 0.8125IN CS,40/39,TIMKEN CANADA LP / 15113,,PROD,90012930,
361,3411,TIMKEN CANADA LP,15243,,,,,RLMT ROL CON DE 2.43PO LA 0.56PO UNQ.CUV,BRG TAP ROLL OD 2.43IN W 0.562IN S.CUP,40/38,TIMKEN CANADA LP / 15243,,PROD,90012931,
361,3411,DAEMAR INC.,16357,90012936,,,,JOINT HUILE LÈV.S 16MMX35MMX7MM DMR16357,SEAL OIL S.LIP 16MMX35MMX7MM DMR 16357,40/38,DAEMAR INC. / 16357,,PROD,90012936,
361,3411,TIMKEN CANADA LP,17098,,,,,RLMT ROL CONIQUE 0.983PO LA 0.65PO C.FE,BRG TAP ROLL ID 0.983IN CONE.W 0.65IN CS,39/40,TIMKEN CANADA LP / 17098,,PROD,90012955,
361,3411,TIMKEN CANADA LP,17244,,,,,RLMT ROL CON DE 2.44PO LA 0.56PO UNQ.CUV,BRG TAP ROLL OD 2.441IN W 0.562IN S.CUP,40/39,TIMKEN CANADA LP / 17244,,PROD,90012954,
361,3411,SKF CANADA,21736,,,,,JOINT HUILE LÈV.S 2.18X2.87X0.43PO CRWH1,SEAL OIL S.LIP 2.187X2.875X0.437IN CRWH1,40/40,SKF CANADA / 21736,,PROD,90013059,
361,3411,SKF CANADA,22647,,,,,JOINT HUILE LÈV.S 2.25X4.0X0.437PO CRWH1,SEAL OIL S.LIP 2.250X4.003X0.437IN CRWH1,40/40,SKF CANADA / 22647,,PROD,90012935,
361,3411,SKF CANADA,27370,,,,,JOINT HUILE LÈV.D 2.75X3.75X0.4PO CRWHA1,SEAL OIL D.LIP 2.75X3.751X0.437IN CRWHA1,40/40,SKF CANADA / 27370,,PROD,90012951,
361,3411,SKF CANADA,32344,,,,,JOINT HUILE LÈV.S 3.25X4.0X0.375PO CRW1,SEAL OIL S.LIP 3.250X4.003X0.375IN CRW1,39/39,SKF CANADA / 32344,,PROD,90013092,
361,3411,SKF CANADA,35096,,,,,JOINT HUILE LÈV.S 3.5X5.25X0.437PO CRWH1,SEAL OIL S.LIP 3.500X5.251X0.437IN CRWH1,40/40,SKF CANADA / 35096,,PROD,90012934,
361,3411,SKF CANADA,39275,,,,,JOINT HUILE LÈV.S 3.93X4.99X0.43PO CRWH1,SEAL OIL S.LIP 3.937X4.999X0.437IN CRWH1,40/40,SKF CANADA / 39275,,PROD,90012940,
361,3411,SKF CANADA,39997,,,,,JOINT HUILE LÈV.S 4X5.251X0.437PO CRWH1,SEAL OIL S.LIP 4.000X5.251X0.437IN CRWH1,39/40,SKF CANADA / 39997,,PROD,90013057,
361,3411,STEWART WARNER CORP CDN LTD,51942,,,,,ADAPTEUR STR MAL 1/4-28PO FEM 1/8PO NPTF,ADAPTER STR MAL 1/4-28IN FEM 1/8IN NPTF,40/39,STEWART WARNER CORP CDN LTD / 51942,,PROD,90012891,
361,3411,SKF CANADA,54972,,,,,JOINT HUILE LÈV.S 5.50X6.75X0.50PO CRWH1,SEAL OIL S.LIP 5.50X6.75X0.50IN CRWH1,40/37,SKF CANADA / 54972,,PROD,90012882,
361,3411,SKF CANADA,57510,,,,,JOINT HUILE LÈV.S 5.75X6.75X0.50PO CRWH1,SEAL OIL S.LIP 5.750X6.750X0.500IN CRWH1,40/40,SKF CANADA / 57510,,PROD,90013066,
361,3411,RENOLD CANADA LIMITE,60-2CL SPRING  CLIP ,,,,,LIEN CONN 60/3/4PO 11.91MM 2 BRIN FE,LIEN CONN 60/3/4IN 11.91MM 2 STR ST,36/35,RENOLD CANADA LIMITE / 60-2CL SPRING  CLIP ,,PROD,90013068,
361,3411,TIMKEN CANADA LP,411348,,,,,JOINT HUILE LÈV.D 2.81X4.25X0.46PO 41DES,SEAL OIL D.LIP 2.812X4.25X0.469IN 41DES,40/39,TIMKEN CANADA LP / 411348,,PROD,90012927,
361,3411,REXNORD CANADA LIMITED,2010185,,,,,ROULMENT BILLE F4B 1.937PO LCK SS H.DUTY,BEARING BALL F4B 1.937IN LCK SS H.DUTY,40/38,REXNORD CANADA LIMITED / 2010185,,PROD,90012941,
361,3411,THOMSON INDUSTRIES INC.,5702657,,,,,KIT WIPER 1.50 PO X 1.00 PO,KIT WIPER 1.50 IN X 1.00 IN,27/27,THOMSON INDUSTRIES INC. / 5702657,,PROD,90012923,
361,3411,THOMSON INDUSTRIES INC.,5708280,,,,,BILLE NUT PREC NP 1.5X1.0PO 8250LBF DR AC,BALL NUT PREC NP 1.5X1.0IN 8250LBF RH ST,41/40,THOMSON INDUSTRIES INC. / 5708280,,PROD,90012924,
361,3411,PARKER,33408000,,,,,VALVE KIT RÉPAR PNEU 033408000 PARKER,VALVE REPAIR KIT PNEU 033408000 PARKER,37/38,PARKER / 33408000,,PROD,90013111,
361,3411,WIKA INSTRUMENTS LTD,50241451,,,,,MANOMÈTRE SEC 2-1/2PO 0-160PSI BM 1/4NPT,GAUGE PRESS 2-1/2IN 0-15PSI BM 1/4MNPT,40/38,WIKA INSTRUMENTS LTD / 50241451,,PROD,90013103,
361,3411,WARNER ELECTRIC INC,5162445003,,,,,EMBRAYAGE FACING ASSY STF 5162-445-003,CLUTCH FACING ASSY STF 5162-445-003,38/35,WARNER ELECTRIC INC / 5162445003,,PROD,90012921,
361,3411,Dienes,02033-09,90012883,,,,JOINT BLADDER DIENES 02033-09,GASKET BLADDER DIENES 02033-09,29/30,DIENES / 02033-09,,PROD,90012883,
361,3411,Dienes,02035-09,90012885,,,,RLMT PIN STD DIENES 02035-09,BEARING PIN STD DIENES 02035-09,28/31,DIENES / 02035-09,,PROD,90012885,
361,3411,TIMKEN CANADA LP,207KDD,,,,,ROULEMENT BILLE RIG 35MMX72MMX17MM DS C0,BEARING BALL DEEP G 35MMX72MMX17MM DS C0,40/40,TIMKEN CANADA LP / 207KDD,,PROD,90012899,
361,3411,TIMKEN CANADA LP,21086-2351,,,,,JOINT HUILE LÈV.S 3.438X4.75X0.5PO 53NIT,SEAL OIL S.LIP 3.438X4.75X0.5IN 53NIT,40/37,TIMKEN CANADA LP / 21086-2351,,PROD,90013056,
361,3411,SKF CANADA,22218E,,,,,ROULMENT SPH ROLL 90MMX160MMX111MM SB FE,BEARING SPH ROLL 90MMX160MMX111MM SB ST,40/39,SKF CANADA / 22218E,,PROD,90012938,
361,3411,TIMKEN CANADA LP,22228EJW33,,,,,RLMT SPH ROLL SB 140MMX250MMX68MM OVT ST,BRG SPH ROLL SB 140MMX250MMX68MM OPEN ST,40/40,TIMKEN CANADA LP / 22228EJW33,,PROD,90012890,
361,3411,SKF CANADA,22312EK/C3,,,,,RLMT ROL SPH 60MMX130MMX46MM CON 1:12 FE,RLMT ROL SPH 60MMX130MMX46MM TAP 1:12 ST,40/40,SKF CANADA / 22312EK/C3,,PROD,90012933,
361,3411,SKF CANADA,23024CC/W33,,,,,ROULMENT SPH ROLL 120MMX180MMX46MM SB FE,BEARING SPH ROLL 120MMX180MMX46MM SB ST,40/39,SKF CANADA / 23024CC/W33,,PROD,90013065,
361,3411,Dienes,245C030548010,90012911,,,,PLAT INTERM DIENES 245C030548010,PLATE INTERMEDIATE DIENES 245C030548010,32/39,DIENES / 245C030548010,,PROD,90012911,
361,3411,Dienes,245C060537010,,,,,DOUILLE COUPE CIS DF-50-180 DIENES,BUSHING SHEAR CUT DF-50-180 DIENES,34/34,DIENES / 245C060537010,,PROD,90012910,
361,3411,Dienes,245C070540010,90012908,,,,COUVERT EXT DIENES 245C070540010,COVER OUTER DIENES 245C070540010,32/32,DIENES / 245C070540010,,PROD,90012908,
361,3411,Dienes,245C070541010,90012909,,,,COUVERT INT DIENES 245C070541010,COVER INNER DIENES 245C070541010,32/32,DIENES / 245C070541010,,PROD,90012909,
361,3411,RENOLD CANADA LIMITE,25-1OL,90014989,,,,LIEN OFFSET RIV 25/1/4PO 0.13PO 1BRIN FE,LIEN OFFSET RIV 25/1/4IN 0.13IN 1 STR ST,40/40,RENOLD CANADA LIMITE / 25-1OL,,PROD,90013074,
361,3411,PROAX TECHNOLOGIES LTEE,2531-000,90012956,,,,CLÉ SZ ENCLOSURE D.BIT #5 PROAX 2531-000,SZ ENCLOSURE KEY D.BIT #5 PROAX 2531-000,40/40,PROAX TECHNOLOGIES LTEE / 2531-000,,PROD,90012956,
361,3411,DAEMAR INC.,30407-DL,,,,,JOINT HUILE LÈV.S 30MMX40MMX7MM NIT HMS5,SEAL OIL S.LIP 30MMX40MMX7MM NIT HMS5,40/37,DAEMAR INC. / 30407-DL,,PROD,90012916,
361,3411,NSK,3305B-2RSRTNGC3,,,,,ROULMENT BILLE DRAN 25X6X25.4X25.4MM NSK,BEARING BALL D.ROW 25X6X25.4X25.4MM NSK,40/39,NSK / 3305B-2RSRTNGC3,,PROD,90012953,
361,3411,RENOLD CANADA LIMITE,35-1R,90014987,,,,CHAÎNE ROUL RIVÉ 35/ 3/8PO 1 BRINS FE,CHAIN ROLLER RIV 35/ 3/8IN 1 STRAND ST,37/38,RENOLD CANADA LIMITE / 35-1R,,PROD,90013070,
361,3411,RENOLD CANADA LIMITE,40-1CL,,,,,LIEN OFFSET GP 40/1/2PO 7.92MM 1 BRIN FE,LIEN OFFSET COT 40/1/2IN 7.92MM 1 STR ST,40/40,RENOLD CANADA LIMITE / 40-1CL,,PROD,90013075,
361,3411,RENOLD CANADA LIMITE,40-2CL,90015090,,,,LIEN CONN 40/1/2PO 7.92MM 2 BRIN FE,LIEN CONN 40/1/2IN 7.92MM 2 STR ST,35/34,RENOLD CANADA LIMITE / 40-2CL,,PROD,90013080,
361,3411,RENOLD CANADA LIMITE,41-1CL,,,,,LIEN CONN 40/1/2PO 1 BRIN FE,LIEN CONN 40/1/2IN 1 STRAND ST,28/30,RENOLD CANADA LIMITE / 41-1CL,,PROD,90013078,
361,3411,RENOLD CANADA LIMITE,41-1OL,,,,,LIEN OFFSET GP 41/1/2PO 0.306PO 1BRIN FE,LIEN OFFSET COT 41/1/2IN 0.306IN 1STR ST,40/40,RENOLD CANADA LIMITE / 41-1OL,,PROD,90013077,
361,3411,RENOLD CANADA LIMITE,41-1R,90014991,,,,CHAÎNE ROUL RIVÉ 41/ 1/2PO 1 BRINS FE,CHAIN ROLLER RIV 41/ 1/2IN 1 STRAND ST,37/38,RENOLD CANADA LIMITE / 41-1R,,PROD,90013071,
361,3411,RENOLD CANADA LIMITE,50-1CL,90015093,,,,LIEN CONN 50/5/8PO 10.16MM 1 BRIN FE,LIEN CONN 50/5/8IN 10.16MM 1 STR ST,36/35,RENOLD CANADA LIMITE / 50-1CL,,PROD,90013079,
361,3411,RENOLD CANADA LIMITE,50-1OL,90015094,,,,LIEN OFFSET GP 50/5/8PO 10.16MM 1BRIN FE,LIEN OFFSET COT 50/5/8IN 10.16MM 1STR ST,40/40,RENOLD CANADA LIMITE / 50-1OL,,PROD,90013076,
361,3411,RENOLD CANADA LIMITE,50-1R,90015092,,,,CHAÎNE ROUL RIVÉ 50/ 5/8PO 1 BRINS FE,CHAIN ROLLER RIV 50/ 5/8IN 1 STRAND ST,37/38,RENOLD CANADA LIMITE / 50-1R,,PROD,90013072,
361,3411,THOMSON INDUSTRIES INC.,511H20A0,,,,,RAIL BILLE CRG LINÉAR 500S 20X63X71MM BS,RAIL BALL CRG LINEAR 500S 20X63X71MM SB,40/39,THOMSON INDUSTRIES INC. / 511H20A0,,PROD,90013052,
361,3411,RINGBALL CORPORATION,511H20CO,,,,,RAIL BILLE CRG LINÉAR 500S 20MMX63MM BS,RAIL BALL CRG LINEAR 500S 20MMX63MM SB,39/38,RINGBALL CORPORATION / 511H20CO,,PROD,90012894,
361,3411,THOMSON INDUSTRIES INC.,511H30A0,,,,,RAIL BILLE CRG LINÉAR 500S 30X90X97MM BS,RAIL BALL CRG LINEAR 500S 30X90X97MM SB,40/39,THOMSON INDUSTRIES INC. / 511H30A0,,PROD,90012925,
361,3411,TIMKEN CANADA LP,53X2837 ,,,,,JOINT HUILE LÈV.S 4.75X5.75X0.5PO 53NIT,SEAL OIL S.LIP 4.750X5.75X0.500IN 53NIT,39/39,TIMKEN CANADA LP / 53X2837 ,,PROD,90012944,
361,3411,TB WOODS CANADA LTD,5J118,,,,,BRIDE ACCOUPLEMENT SL TAILLE5 1.125PO AC,FLANGE COUPLING SLV SIZE5 1.125IN ST,40/36,TB WOODS CANADA LTD / 5J118,,PROD,90013095,
361,3411,SKF CANADA,6000-2Z,90015082,,,,ROULEMENT BILLE RIG 10MMX26MMX8MM DS C0,BEARING BALL DEEP G 10MMX26MMX8MM DS C0,39/39,SKF CANADA / 6000-2Z,,PROD,90012958,
361,3411,SKF CANADA,6003-2RSH,90015084,,,,ROULEMENT BILLE RIG 17MMX35MMX10MM DS C0,BEARING BALL DEEP G 17MMX35MMX10MM DS C0,40/40,SKF CANADA / 6003-2RSH,,PROD,90012906,
361,3411,SKF CANADA,6005-2RSH,90015101,,,,ROULEMENT BILLE RIG 25MMX47MMX12MM DS C0,BEARING BALL DEEP G 25MMX47MMX12MM DS C0,40/40,SKF CANADA / 6005-2RSH,,PROD,90012896,
361,3411,SKF CANADA,6008-2RS1,90015100,,,,ROULEMENT BILLE RIG 40MMX68MMX15MM DS C0,BEARING BALL DEEP G 40MMX68MMX15MM DS C0,40/40,SKF CANADA / 6008-2RS1,,PROD,90012919,
361,3411,SKF CANADA,6009-2RS1,,,,,ROULEMENT BILLE RIG 45MMX75MMX16MM DS C0,BEARING BALL DEEP G 45MMX75MMX16MM DS C0,40/40,SKF CANADA / 6009-2RS1,,PROD,90012920,
361,3411,SKF CANADA,6013-2RS1,90015104,,,,ROULEMNT BILLE RIG 65MMX100MMX18MM DS C0,BRG BALL DEEP G 65MMX100MMX18MM DS C0,40/37,SKF CANADA / 6013-2RS1,,PROD,90012948,
361,3411,SKF CANADA,6014-2RS1,90015105,,,,RLMNT BILLE RIG 70MMX110MMX20MM DS C0,BRG BALL DEEP G 70MMX110MMX20MM DS C0,37/37,SKF CANADA / 6014-2RS1,,PROD,90013081,
361,3411,RENOLD CANADA LIMITE,60-1R,90014998,,,,CHAÎNE ROUL RIVÉ 60/ 3/4PO 1 BRINS FE,CHAIN ROLLER RIV 60/ 3/4IN 1 STRAND ST,37/38,RENOLD CANADA LIMITE / 60-1R,,PROD,90013073,
